room just for girls,450 €/mes,HABITACIÓ PRIVADA · 3 COMPANYS DE PIS
Habitación con baño propio cerca a metro Entença,600 €/mes,HABITACIÓ PRIVADA · CAP COMPANY DE PIS
habitación interior,270 €/mes,HABITACIÓ PRIVADA · 3 COMPANYS DE PIS
Es un alojamiento acogedor y agradable- luminoso.,450 €/mes,HABITACIÓ PRIVADA · 1 COMPANY DE PIS
nise room in Placa Espana,300 €/mes,HABITACIÓ PRIVADA · 3 COMPANYS DE PIS
Habitacion grande con baño. Entrar en febrero,415 €/mes,HABITACIÓ PRIVADA · 3 COMPANYS DE PIS
Genial Habitacion doble en el centro (El Born ),590 €/mes,HABITACIÓ PRIVADA · 4 COMPANYS DE PIS
Habitaciónmediana bien ubicada,330 €/mes,HABITACIÓ PRIVADA · 1 COMPANY DE PIS
Privada y Comoda Habitación,450 €/mes,HABITACIÓ PRIVADA · 2 COMPANYS DE PIS
420€/ mes SAGRADA FAMILIA*DOUBLE BED SINGLE USE*,420 €/mes,HABITACIÓ PRIVADA · 3 COMPANYS DE PIS
Lux Queen Bedroom Central (2-2),590 €/mes,ALLOTJAMENT SENCER
Amazing International Apartment w Terrace,450 €/mes,HABITACIÓ PRIVADA · 5 COMPANYS DE PIS
Soleada y luninosa habitacion con balcon en eixample,550 €/mes,HABITACIÓ PRIVADA · 6 COMPANYS DE PIS
Habitación libre desde Febrero,450 €/mes,HABITACIÓ PRIVADA · 4 COMPANYS DE PIS
habitación doble con galeria privada,370 €/mes,HABITACIÓ PRIVADA · CAP COMPANY DE PIS
Se alquila 2 bonitas habitaciones,300 €/mes,HABITACIÓ PRIVADA · 1 COMPANY DE PIS
bonita habitacion a 3 minutos de sagrada familia,340 €/mes,HABITACIÓ PRIVADA · 2 COMPANYS DE PIS
Alquiler de habitaciones en el Paral•lel,400 €/mes,HABITACIÓ PRIVADA · 1 COMPANY DE PIS
Habitacion tranquila con cama doble y armario.,400 €/mes,HABITACIÓ PRIVADA · 2 COMPANYS DE PIS
FEBRERO y MARZO,350 €/mes,HABITACIÓ PRIVADA · 2 COMPANYS DE PIS
Buscamos compañeros de piso,350 €/mes,HABITACIÓ PRIVADA · 4 COMPANYS DE PIS
Habitacion individual.,300 €/mes,HABITACIÓ PRIVADA · 2 COMPANYS DE PIS
Habitación cerca de Sagrada Familia,280 €/mes,HABITACIÓ PRIVADA · 3 COMPANYS DE PIS
